,PlotName,BiomassSum,SampleID,N,P,K,Mg,Ca,C,Site,TrapName,Species,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
345,TNNP North+A5,44.15786406,TN_A5_VAAN ,1.22,0.067,0.39,0.13,0.54,51.45,TN,A5,VAAN,0.056635226,0.001342954,7.38E-05,0.004715398,9.59E-05,2.38E-06,49.18051315,1980.323832,40.26643288
346,TNNP North+A7,132.2155462,TN_A7_VAAN ,1.58,0.08,0.43,0.09,0.36,52.19,TN,A7,VAAN,0.172013695,0.005207542,0.000263673,0.014321704,0.000371789,8.51E-06,38.5210146,1682.375547,43.6742273
347,TNNP North+A9,2.835262877,TN_A9_VAAN ,0.99,0.027,0.21,0.07,0.37,52.24,TN,A9,VAAN,0.003692238,7.00E-05,1.91E-06,0.000307412,5.00E-06,6.16E-08,61.53688113,4989.592079,81.08295363
348,TNNP North+C10,44.6256825,TN_C10_VAAN ,1.14,0.096,0.41,0.15,0.53,52.26,TN,C10,VAAN,0.058136312,0.001268186,0.000106795,0.004840377,9.05E-05,3.45E-06,53.46038247,1403.860032,26.25982021
349,TNNP North+C12,144.9733439,TN_C12_VAAN ,1.13,0.076,0.34,0.13,0.47,52.14,TN,C12,VAAN,0.188431015,0.004083756,0.00027466,0.015688596,0.000291557,8.87E-06,53.80964053,1769.225019,32.87933168
350,TNNP North+C14,135.5374332,TN_C14_VAAN,1.2,0.066,0.35,0.14,0.41,52.2,TN,C14,VAAN,0.176369289,0.004054466,0.000222996,0.014684347,0.000289466,7.20E-06,50.72905409,2039.633822,40.20642329
351,TNNP North+C2,40.22932414,TN_C2_VAAN,1.26,0.072,0.37,0.11,0.5,52,TN,C2,VAAN,0.052148195,0.001263591,7.22E-05,0.004341811,9.02E-05,2.33E-06,48.1282761,1862.500872,38.69868242
352,TNNP North+C4,228.7104602,TN_C4_VAAN ,1.12,0.053,0.32,0.12,0.54,52.17,TN,C4,VAAN,0.297440476,0.006385534,0.000302173,0.024764625,0.000455891,9.76E-06,54.32132085,2538.461638,46.73048443
353,TNNP North+C6,203.1887199,TN_C6_VAAN,0.92,0.093,0.35,0.16,0.62,51.24,TN,C6,VAAN,0.259538577,0.004659943,0.000471059,0.021608947,0.000332694,1.52E-05,64.95144257,1420.861707,21.87575289
354,TNNP North+C8,91.6566129,TN_C8_VAAN ,1.27,0.09,0.37,0.16,0.55,52.07,TN,C8,VAAN,0.118971951,0.002901755,0.000205636,0.009905497,0.000207169,6.64E-06,47.81359121,1492.006468,31.20465185
355,TNNP North+E1,2.111472225,TN_E1_VAAN,1.03,0.073,0.36,0.14,0.49,52,TN,E1,VAAN,0.002737045,5.42E-05,3.84E-06,0.000227884,3.87E-06,1.24E-07,58.87536688,1836.987161,31.20128602
356,TNNP North+F1,923.6027125,TN_F1_VAAN,1.22,0.092,0.39,0.11,0.5,52.73,TN,F1,VAAN,1.214048885,0.028089126,0.002118196,0.10108061,0.002005406,6.84E-05,50.40405167,1478.071971,29.32446742
357,TNNP North+F11,397.838128,TN_F11_VAAN ,1.15,0.081,0.38,0.11,0.47,52.39,TN,F11,VAAN,0.519574711,0.011405057,0.000803313,0.04325932,0.000814257,2.59E-05,53.12733921,1667.973003,31.39575646
358,TNNP North+F13,229.2923962,TN_F13_VAAN,1.1,0.068,0.38,0.14,0.46,52.36,TN,F13,VAAN,0.299283307,0.006287464,0.00038868,0.024918057,0.00044889,1.25E-05,55.51041321,1985.712468,35.77189131
359,TNNP North+F3,14.19017988,TN_F3_VAAN ,1.19,0.089,0.44,0.12,0.55,52.3,TN,F3,VAAN,0.018500471,0.000420948,3.15E-05,0.001540332,3.01E-05,1.02E-06,51.25334742,1515.435022,29.56753263
360,TNNP North+F5,111.1597582,TN_F5_VAAN,1.29,0.086,0.36,0.18,0.68,52.97,TN,F5,VAAN,0.146781314,0.003574625,0.000238308,0.012220879,0.000255208,7.69E-06,47.88591277,1588.390055,33.17029921
361,TNNP North+F7,39.2659688,TN_F7_VAAN ,1.2,0.071,0.42,0.1,0.45,52.35,TN,F7,VAAN,0.051242016,0.001174602,6.95E-05,0.004266364,8.39E-05,2.24E-06,50.87482724,1901.445906,37.37498503
362,TNNP North+F9,4.239094005,TN_F9_VAAN,1.05,0.074,0.38,0.14,0.42,52.07,TN,F9,VAAN,0.005502421,0.000110957,7.82E-06,0.000458127,7.92E-06,2.52E-07,57.83167699,1814.602461,31.37731007
363,TNNP North+I10,553.8081006,TN_I10_VAAN,1.16,0.064,0.31,0.16,0.48,52.72,TN,I10,VAAN,0.727826575,0.016014394,0.000883553,0.060598181,0.001143338,2.85E-05,53.00110447,2124.325514,40.08077822
364,TNNP North+I12,174.5711666,TN_I12_VAAN,1.07,0.086,0.37,0.16,0.5,51.93,TN,I12,VAAN,0.225987304,0.004656392,0.000374252,0.018815498,0.00033244,1.21E-05,56.59812609,1557.203994,27.51334896
365,TNNP North+I14,62.15765792,TN_I14_VAAN,0.94,0.069,0.36,0.11,0.44,51.81,TN,I14,VAAN,0.080278905,0.001456517,0.000106915,0.006683949,0.000103987,3.45E-06,64.27665181,1936.377997,30.12568238
366,TNNP North+I2,10.89624601,TN_I2_VAAN,0.99,0.073,0.37,0.11,0.41,52.15,TN,I2,VAAN,0.014165256,0.000268909,1.98E-05,0.001179386,1.92E-05,6.40E-07,61.4308643,1842.286163,29.98958559
367,TNNP North+I4,175.3202495,TN_I4_VAAN,1.04,0.088,0.36,0.13,0.48,52.4,TN,I4,VAAN,0.22901112,0.004545259,0.000384599,0.019067258,0.000324506,1.24E-05,58.75779033,1535.586383,26.13417514
368,TNNP North+I6,161.2126596,TN_I6_VAAN,1.69,0.094,0.51,0.12,0.45,51.93,TN,I6,VAAN,0.208694339,0.006791709,0.000377764,0.017375702,0.00048489,1.22E-05,35.83431652,1424.675994,39.75730899
369,TNNP North+I8,41.38422659,TN_I8_VAAN,1.13,0.099,0.44,0.13,0.47,51.73,TN,I8,VAAN,0.053366722,0.001165753,0.000102132,0.004443265,8.32E-05,3.30E-06,53.38651141,1347.512869,25.24069907
370,TNNP North+K1,2.819092727,TN_K1_VAAN,0.98,0.073,0.33,0.09,0.36,51.92,TN,K1,VAAN,0.003648692,6.89E-05,5.13E-06,0.000303787,4.92E-06,1.66E-07,61.78401334,1834.161027,29.68666048
371,TNNP North+L10,52.76828426,TN_L10_VAAN,1.28,0.115,0.48,0.14,0.48,51.8,TN,L10,VAAN,0.068139028,0.001683744,0.000151274,0.005673194,0.00012021,4.88E-06,47.19405535,1161.60255,24.61332347
372,TNNP North+L12,114.8414193,TN_L12_VAAN,1.41,0.11,0.42,0.15,0.48,52.69,TN,L12,VAAN,0.150841191,0.004036555,0.000314909,0.012558901,0.000288187,1.02E-05,43.57893308,1235.267886,28.34552842
373,TNNP North+L2,154.5137443,TN_L2_VAAN ,1.45,0.093,0.38,0.18,0.68,51.95,TN,L2,VAAN,0.20009944,0.005585066,0.000358215,0.016660098,0.000398742,1.16E-05,41.78159905,1440.549682,34.47808879
374,TNNP North+L8,94.56204084,TN_L8_VAAN,1.04,0.078,0.39,0.13,0.4,51.44,TN,L8,VAAN,0.121258167,0.002451565,0.000183867,0.010095845,0.000175028,5.94E-06,57.68131173,1700.716773,29.48471041
375,TNNP North+N1,72.32303648,TN_N1_VAAN,1,0.056,0.24,0.07,0.33,52,TN,N1,VAAN,0.093750415,0.001802893,0.000100962,0.007805575,0.000128716,3.26E-06,60.64162788,2394.643978,39.48845145
376,TNNP North+N11,24.61850352,TN_N11_VAAN ,1.46,0.082,0.37,0.14,0.55,51.85,TN,N11,VAAN,0.031820252,0.000895999,5.03E-05,0.002649325,6.40E-05,1.62E-06,41.41554802,1630.649216,39.37287549
377,TNNP North+N13,81.69177736,TN_N13_VAAN ,1.01,0.083,0.34,0.14,0.65,52.18,TN,N13,VAAN,0.106261422,0.002056804,0.000169024,0.00884723,0.000146844,5.46E-06,60.2490507,1621.256088,26.90923872
378,TNNP North+N3,93.23055877,TN_N3_VAAN,1.41,0.076,0.41,0.14,0.52,51.44,TN,N3,VAAN,0.11955079,0.003276956,0.00017663,0.00995369,0.000233956,5.70E-06,42.54508099,1745.472477,41.02642271
379,TNNP North+N5,55.80553333,TN_N5_VAAN,1.31,0.096,0.43,0.13,0.64,51.58,TN,N5,VAAN,0.07175494,0.001822392,0.000133549,0.005974251,0.000130109,4.31E-06,45.91742757,1385.593197,30.17575831
380,TNNP North+N7,117.7487232,TN_N7_VAAN,1.4,0.065,0.42,0.11,0.46,52.61,TN,N7,VAAN,0.154425036,0.004109391,0.000190793,0.012857289,0.000293388,6.16E-06,43.82357202,2087.27938,47.62914759
381,TNNP North+N9,3415.89679,TN_N9_VAAN ,1.17,0.065,0.32,0.11,0.58,52.66,TN,N9,VAAN,4.484136233,0.099628549,0.005534919,0.37334512,0.007112921,0.000178697,52.48829922,2089.263108,39.80435906
382,Unicorn+A1,159.798983,UNI_A1_VAAN ,1.68,0.062,0.43,0.15,0.68,53.02,UNI,A1,VAAN,0.211206334,0.006692317,0.000246978,0.017584848,0.000477794,7.97E-06,36.80424806,2205.330437,59.92054052
383,Unicorn+A11,185.1076995,UNI_A11_VAAN ,1.21,0.069,0.36,0.12,0.56,51.96,UNI,A11,VAAN,0.239765576,0.005583455,0.000318395,0.019962665,0.000398627,1.03E-05,50.07849626,1941.984187,38.77880391
384,Unicorn+A3,144.1855641,UNI_A3_VAAN,1.37,0.061,0.34,0.09,0.45,52.22,UNI,A3,VAAN,0.187694632,0.004924198,0.000219253,0.015627285,0.00035156,7.08E-06,44.45123257,2207.662446,49.66481959
385,Unicorn+A7,159.0814062,UNI_A7_VAAN ,1.53,0.066,0.36,0.08,0.35,52.39,UNI,A7,VAAN,0.207759563,0.00606742,0.000261732,0.017297873,0.00043318,8.45E-06,39.93231378,2047.057776,51.26318969
386,Unicorn+A9,81.90374663,UNI_A9_VAAN ,1.25,0.064,0.36,0.11,0.42,52.47,UNI,A9,VAAN,0.107129243,0.002552155,0.00013067,0.008919484,0.00018221,4.22E-06,48.95178792,2114.251891,43.19049377
387,Unicorn+C12,474.689452,UNI_C12_VAAN ,1.43,0.06,0.34,0.11,0.41,52.47,UNI,C12,VAAN,0.620888833,0.016921499,0.000709993,0.051694642,0.0012081,2.29E-05,42.79002441,2255.202017,52.70391986
388,Unicorn+C2,48.11188242,UNI_C2_VAAN,1.04,0.071,0.29,0.12,0.37,51.4,UNI,C2,VAAN,0.061646535,0.001247323,8.52E-05,0.005132635,8.91E-05,2.75E-06,57.63645845,1866.940202,32.39165369
389,Unicorn+C6,107.0570621,UNI_C6_VAAN,1.07,0.077,0.39,0.13,0.48,52.5,UNI,C6,VAAN,0.140109579,0.002855567,0.000205494,0.011665397,0.000203871,6.63E-06,57.21936491,1758.305019,30.72919494
390,Unicorn+C8,833.8171064,UNI_C8_VAAN,1.24,0.103,0.47,0.13,0.43,52.15,UNI,C8,VAAN,1.083972631,0.025774229,0.002140924,0.090250579,0.001840136,6.91E-05,49.0456094,1305.69796,26.62211717
391,Unicorn+F1,883.0787098,UNI_F1_VAAN ,1.14,0.061,0.31,0.09,0.51,52.94,UNI,F1,VAAN,1.165404136,0.025095593,0.001342834,0.097030492,0.001791685,4.34E-05,54.15600169,2238.1013,41.32693017
392,Unicorn+F11,631.6541526,UNI_F11_VAAN ,1.36,0.088,0.31,0.1,0.44,51.56,UNI,F11,VAAN,0.811868082,0.021414674,0.001385655,0.067595401,0.001528888,4.47E-05,44.21213707,1510.970113,34.1754598
393,Unicorn+F13,575.6627392,UNI_F13_VAAN,1.17,0.063,0.34,0.09,0.39,51.96,UNI,F13,VAAN,0.745642177,0.016789864,0.00090407,0.062081492,0.001198702,2.92E-05,51.7905816,2126.935062,41.0679895
394,Unicorn+F3,2174.089114,UNI_F3_VAAN,1.26,0.074,0.38,0.1,0.44,52.22,UNI,F3,VAAN,2.830136696,0.068287481,0.004010535,0.235634617,0.004875344,0.000129482,48.33189573,1819.829854,37.65277208
395,Unicorn+F5,152.2979531,UNI_F5_VAAN,1,0.088,0.3,0.11,0.47,51.72,UNI,F5,VAAN,0.196356728,0.003796534,0.000334095,0.016348483,0.000271051,1.08E-05,60.31509604,1515.658926,25.12901456
396,Unicorn+F7,67.32475124,UNI_F7_VAAN ,1.26,0.078,0.28,0.12,0.51,52.61,UNI,F7,VAAN,0.088295031,0.00211465,0.000130907,0.007351364,0.000150974,4.23E-06,48.6928578,1739.399483,35.72186069
397,Unicorn+I10,118.5314921,UNI_I10_VAAN ,1.35,0.061,0.39,0.12,0.43,52.62,UNI,I10,VAAN,0.15548117,0.00398897,0.000180242,0.012945221,0.00028479,5.82E-06,45.45530569,2224.57292,48.93978573
398,Unicorn+I12,390.0858232,UNI_I12_VAAN,1.22,0.061,0.26,0.06,0.21,52.24,UNI,I12,VAAN,0.507991609,0.01186351,0.000593176,0.042294921,0.000846988,1.92E-05,49.93566583,2208.50797,44.22706562
399,Unicorn+I2,242.1674882,UNI_I2_VAAN,1.49,0.078,0.45,0.07,0.26,52.51,UNI,I2,VAAN,0.316994012,0.008994879,0.000470873,0.026392634,0.000642184,1.52E-05,41.09824316,1736.093268,42.2425178
400,Unicorn+I4,1956.997963,UNI_I4_VAAN ,1.36,0.073,0.37,0.09,0.32,52.63,UNI,I4,VAAN,2.567538397,0.066347183,0.003561283,0.213770921,0.004736818,0.000114977,45.12965039,1859.242967,41.19781455
401,Unicorn+I6,15046.53828,UNI_I6_VAAN,1.06,0.072,0.34,0.08,0.38,52.47,UNI,I6,VAAN,19.68071453,0.397590193,0.027006126,1.63859846,0.028385715,0.000871903,57.726165,1879.335014,32.55603441
402,Unicorn+I8,93.29314545,UNI_I8_VAAN,1.37,0.09,0.37,0.12,0.61,52.4,UNI,I8,VAAN,0.121863663,0.00318613,0.000209308,0.010146258,0.000227472,6.76E-06,44.60445397,1501.462241,33.66171105
403,Unicorn+K1,23.38577066,UNI_K1_VAAN,1.06,0.065,0.34,0.11,0.39,51.36,UNI,K1,VAAN,0.029941248,0.000617946,3.79E-05,0.002492881,4.41E-05,1.22E-06,56.50497112,2037.686161,36.06206889
404,Unicorn+L10,2633.812171,UNI_L10_VAAN,1.25,0.064,0.39,0.09,0.45,52.56,UNI,L10,VAAN,3.450907833,0.082070677,0.004202019,0.28731946,0.005859387,0.000135664,49.03575325,2117.878395,43.19049377
405,Unicorn+L12,504.8525058,UNI_L12_VAAN,1.43,0.086,0.41,0.07,0.33,52.66,UNI,L12,VAAN,0.662732967,0.017996736,0.001082321,0.055178546,0.001284866,3.49E-05,42.94497209,1579.09421,36.77017665
406,Unicorn+L14,678.1022344,UNI_L14_VAAN ,1.29,0.099,0.36,0.08,0.36,52.13,UNI,L14,VAAN,0.881203278,0.021806105,0.001673492,0.073368186,0.001556834,5.40E-05,47.1265364,1357.932454,28.81460336
407,Unicorn+L2,33.40182834,UNI_L2_VAAN,1.1,0.066,0.31,0.09,0.39,51.96,UNI,L2,VAAN,0.043264589,0.000915917,5.50E-05,0.003602171,6.54E-05,1.77E-06,55.08634589,2030.256195,36.85588802
408,Unicorn+L4,18362.35014,UNI_L4_VAAN ,1.2,0.078,0.39,0.07,0.31,52.96,UNI,L4,VAAN,24.24205567,0.549291292,0.035703934,2.018371591,0.039216324,0.001152715,51.46763802,1750.971234,34.02081971
409,Unicorn+L6,2.407990407,UNI_L6_VAAN,1.3,0.083,0.46,0.12,0.45,51.91,UNI,L6,VAAN,0.003116011,7.80E-05,4.98E-06,0.000259436,5.57E-06,1.61E-07,46.56667017,1612.867066,34.6356538
410,Unicorn+L8,495.5485419,UNI_L8_VAAN,1.28,0.073,0.45,0.12,0.47,52.1,UNI,L8,VAAN,0.643601621,0.015812094,0.000901783,0.053585688,0.001128895,2.91E-05,47.46738,1840.519829,38.77441369
411,Unicorn+N1,578.8342776,UNI_N1_VAAN,1.18,0.068,0.35,0.11,0.54,53.03,UNI,N1,VAAN,0.765189623,0.01702666,0.000981197,0.063708995,0.001215608,3.17E-05,52.40915135,2011.121699,38.3734834
412,Unicorn+N11,156.0664187,UNI_N11_VAAN,1.15,0.07,0.36,0.1,0.4,51.65,UNI,N11,VAAN,0.200943052,0.004474047,0.000272333,0.016730336,0.000319422,8.79E-06,52.37692442,1902.820946,36.32937533
413,Unicorn+N13,7792.511703,UNI_N13_VAAN ,1.25,0.055,0.36,0.1,0.27,52.49,UNI,N13,VAAN,10.19640881,0.242817889,0.010683987,0.848943759,0.017335839,0.000344937,48.97044688,2461.158145,50.25802911
414,Unicorn+N3,7190.838664,UNI_N3_VAAN,1.32,0.088,0.38,0.14,0.45,52.27,UNI,N3,VAAN,9.369690563,0.236617401,0.015774493,0.780111947,0.016893158,0.000509286,46.17916506,1531.776722,33.17029921
415,Unicorn+N5,1008.301415,UNI_N5_VAAN ,1.31,0.075,0.37,0.09,0.35,52.31,UNI,N5,VAAN,1.314826051,0.032927206,0.001885145,0.109471226,0.002350818,6.09E-05,46.56728647,1798.660073,38.62497064
416,Unicorn+N7,80.61971293,UNI_N7_VAAN,1.25,0.067,0.46,0.1,0.36,52.36,UNI,N7,VAAN,0.105228672,0.002512144,0.000134651,0.008761244,0.000179353,4.35E-06,48.84916363,2015.349968,41.25659106
417,Unicorn+N9,15.78014445,UNI_N9_VAAN ,1.08,0.059,0.32,0.07,0.36,50.89,UNI,N9,VAAN,0.020018735,0.000424842,2.32E-05,0.001666742,3.03E-05,7.49E-07,54.95107626,2224.365122,40.47900921
418,Bloomfield+A1,15.80653258,BL_A1_PIMA ,1.1,0.092,0.59,0.08,0.22,50.17,BL,A1,PIMA,0.019768509,0.000433434,3.63E-05,0.001645908,3.09E-05,1.17E-06,53.18864459,1406.31274,26.44009358
419,Bloomfield+A11,160.3118407,BL_A11_PIMA ,1.02,0.166,0.72,0.1,0.26,51.2,BL,A11,PIMA,0.2046109,0.004076233,0.000663387,0.017035718,0.00029102,2.14E-05,58.53792133,795.4035234,13.58783341
420,Bloomfield+A13,2424.927163,BL_A13_PIMA ,1.41,0.157,0.83,0.09,0.15,50.66,BL,A13,PIMA,3.06236595,0.085233636,0.009490554,0.254969814,0.006085205,0.000306406,41.89995729,832.1299829,19.85992437
421,Bloomfield+A3,599.3854165,BL_A3_PIMA ,0.8,0.098,0.52,0.07,0.22,50.28,BL,A3,PIMA,0.751267574,0.011953342,0.001464284,0.062549858,0.000853402,4.73E-05,73.29473678,1323.106585,18.05186352
422,Bloomfield+A5,31996.13636,BL_A5_PIMA ,0.91,0.097,0.69,0.08,0.28,50.03,BL,A5,PIMA,39.90444228,0.725825354,0.077368197,3.32240771,0.051819869,0.002497862,64.11455289,1330.100345,20.74568542
423,Bloomfield+A9,493.1756178,BL_A9_PIMA ,1.18,0.203,0.92,0.1,0.1,49.08,BL,A9,PIMA,0.603391732,0.014506973,0.002495691,0.050237849,0.001035717,8.06E-05,48.50539597,623.496692,12.85417178
424,Bloomfield+B14,513.2808161,BL_B14_PIMA ,1,0.106,0.61,0.1,0.2,49.28,BL,B14,PIMA,0.630549137,0.012795234,0.001356295,0.05249895,0.000913508,4.38E-05,57.46960427,1198.920735,20.8618234
425,Bloomfield+C12,260.7674746,BL_C12_PIMA ,1.13,0.186,0.78,0.1,0.14,49.24,BL,C12,PIMA,0.320084518,0.007345563,0.001209093,0.026649947,0.000524432,3.90E-05,50.81677599,682.7013122,13.43456563
426,Bloomfield+C4,2481.596737,BL_C4_PIMA ,1.16,0.165,0.81,0.1,0.16,49.3,BL,C4,PIMA,3.049799804,0.071759995,0.010207241,0.253923568,0.005123262,0.000329545,49.56286894,770.5283327,15.54648367
427,Bloomfield+C8,4874.926269,BL_C8_PIMA ,1.2,0.143,0.82,0.1,0.15,48.73,BL,C8,PIMA,5.921853599,0.145828531,0.0173779,0.493048165,0.010411341,0.000561052,47.35683536,878.7918315,18.55681075
428,Bloomfield+E1,554.7872402,BL_E1_PIMA ,0.96,0.105,0.75,0.09,0.19,48.78,BL,E1,PIMA,0.674623497,0.013276723,0.001452142,0.056168541,0.000947884,4.69E-05,59.25678301,1198.058803,20.21808714
429,Bloomfield+F1,3149.179797,BL_F1_PIMA ,0.86,0.113,0.55,0.08,0.22,48.93,BL,F1,PIMA,3.841190763,0.067513265,0.008870929,0.319814063,0.004820069,0.000286401,66.35051101,1116.663729,16.82976833
430,Bloomfield+F11,34.2847219,BL_F11_PIMA ,0.92,0.169,0.71,0.09,0.23,48.7,BL,F11,PIMA,0.041621986,0.000786288,0.000144438,0.003465409,5.61E-05,4.66E-06,61.73175748,743.1353046,12.0381362
431,Bloomfield+F13,101.7046766,BL_F13_PIMA ,0.85,0.129,0.52,0.1,0.28,49.17,BL,F13,PIMA,0.12466207,0.002155029,0.000327057,0.010379251,0.000153857,1.06E-05,67.46038106,982.9606569,14.57093247
432,Bloomfield+F3,20.41640217,BL_F3_PIMA ,0.84,0.108,0.54,0.09,0.3,48.52,BL,F3,PIMA,0.0246941,0.000427515,5.50E-05,0.002056008,3.05E-05,1.77E-06,67.36107566,1158.571055,17.19941441
433,Bloomfield+F5,3697.601453,BL_F5_PIMA ,1.07,0.172,0.73,0.1,0.21,48.75,BL,F5,PIMA,4.493532864,0.098627285,0.015854106,0.374127475,0.007041436,0.000511856,53.13226742,730.9233073,13.75667448
434,Bloomfield+G14,22.47664191,BL_G14_PIMA ,1.18,0.153,0.68,0.09,0.22,49.07,BL,G14,PIMA,0.027494175,0.00066116,8.57E-05,0.00228914,4.72E-05,2.77E-06,48.49551304,827.0852288,17.05488151
435,Bloomfield+I10,1268.834952,BL_I10_PIMA ,1.11,0.182,0.81,0.09,0.16,48.98,BL,I10,PIMA,1.54923435,0.035109231,0.005756649,0.128987848,0.002506603,0.000185856,51.45923308,694.0216689,13.48682496
436,Bloomfield+I12,6944.48342,BL_I12_PIMA ,1.11,0.182,0.81,0.09,0.17,49.21,BL,I12,PIMA,8.518958721,0.192156964,0.031506817,0.709280785,0.013718932,0.00101721,51.70087505,697.2806519,13.48682496
437,Bloomfield+I14,20.16297275,BL_I14_PIMA ,0.68,0.127,0.65,0.07,0.25,48.46,BL,I14,PIMA,0.024357414,0.000341788,6.38E-05,0.002027976,2.44E-05,2.06E-06,83.10784183,984.0231742,11.84031678
438,Bloomfield+I2,27.26201992,BL_I2_PIMA ,1.36,0.194,0.95,0.1,0.21,49.48,BL,I2,PIMA,0.033626443,0.000924251,0.000131842,0.002799707,6.60E-05,4.26E-06,42.42855978,657.7390074,15.50227042
439,Bloomfield+I4,1513.16199,BL_I4_PIMA ,1.17,0.197,0.76,0.09,0.15,48.26,BL,I4,PIMA,1.820396302,0.044133106,0.007430959,0.151564547,0.003150857,0.000239911,48.10264565,631.7521505,13.13341796
440,Bloomfield+I6,52.22365346,BL_I6_PIMA ,1.39,0.169,0.78,0.09,0.12,49.1,BL,I6,PIMA,0.063920762,0.001809569,0.000220012,0.005321985,0.000129193,7.10E-06,41.19402226,749.2390854,18.18805361
441,Bloomfield+I8,2924.550838,BL_I8_PIMA ,1.06,0.112,0.6,0.08,0.24,48.57,BL,I8,PIMA,3.540955607,0.077278422,0.008165267,0.294816756,0.005517247,0.000263619,53.43548378,1118.344789,20.92887927
442,Bloomfield+J1,861.569894,BL_J1_PIMA ,1.26,0.193,0.72,0.09,0.18,48.05,BL,J1,PIMA,1.031993853,0.027061649,0.004145157,0.085922873,0.00193205,0.000133828,44.4723782,642.0394596,14.43681417
443,Bloomfield+K1,2605.71214,BL_K1_PIMA ,0.96,0.121,0.76,0.09,0.19,49.07,BL,K1,PIMA,3.187393611,0.062357813,0.007859683,0.265379504,0.004451999,0.000253753,59.60906811,1045.818512,17.54462107
444,Bloomfield+L10,73.86795585,BL_L10_PIMA ,0.9,0.136,0.68,0.08,0.23,48.84,BL,L10,PIMA,0.089934213,0.001657264,0.000250431,0.007487841,0.000118319,8.09E-06,63.28498089,926.1095964,14.63395554
445,Bloomfield+L12,1152.47363,BL_L12_PIMA ,1.04,0.134,0.8,0.09,0.16,48.29,BL,L12,PIMA,1.387335201,0.029878414,0.003849719,0.115508272,0.002133152,0.00012429,54.14911632,929.3473065,17.16274188
446,Bloomfield+L2,2675.428649,BL_L2_PIMA ,0.84,0.12,0.74,0.08,0.18,48.4,BL,L2,PIMA,3.227988199,0.056022936,0.008003277,0.268759373,0.003999724,0.000258389,67.19447778,1040.135102,15.47947297
447,Bloomfield+L4,31576.10818,BL_L4_PIMA ,0.76,0.104,0.64,0.08,0.19,48.78,BL,L4,PIMA,38.39667349,0.598226155,0.081862526,3.196872246,0.04271,0.002642964,74.85067328,1209.578599,16.15988936
448,Bloomfield+L6,220.1412073,BL_L6_PIMA ,0.71,0.113,0.51,0.12,0.26,47.99,BL,L6,PIMA,0.263357261,0.003896305,0.000620116,0.021926887,0.000278174,2.00E-05,78.82426116,1095.21137,13.89434362
449,Bloomfield+M14,50.72473321,BL_M14_PIMA ,0.88,0.149,0.58,0.07,0.23,48.31,BL,M14,PIMA,0.061087171,0.001112745,0.000188408,0.005086063,7.94E-05,6.08E-06,64.0209144,836.1350068,13.06034152
450,Bloomfield+N3,931.954548,BL_N3_PIMA ,0.87,0.094,0.56,0.07,0.31,48.68,BL,N3,PIMA,1.13093724,0.020211902,0.002183815,0.09416081,0.001443017,7.05E-05,65.25275078,1335.513718,20.46678037
451,Bloomfield+N5,13.65499017,BL_N5_PIMA ,0.76,0.101,0.53,0.07,0.5,48.74,BL,N5,PIMA,0.016590907,0.000258701,3.44E-05,0.001381344,1.85E-05,1.11E-06,74.78929512,1244.48535,16.63988607
452,Bloomfield+N7,16.63228669,BL_N7_PIMA ,0.98,0.093,0.75,0.08,0.25,49.29,BL,N7,PIMA,0.020436381,0.000406323,3.86E-05,0.001701515,2.90E-05,1.24E-06,58.65435318,1366.789101,23.30243242
453,Bloomfield+N9,1151.278242,BL_N9_PIMA ,1.04,0.185,0.84,0.09,0.17,48.85,BL,N9,PIMA,1.401967896,0.029847423,0.005309397,0.116726577,0.002130939,0.000171416,54.77706217,680.9551005,12.43139142
454,Dunphys Pond+A1,2776.701285,DP_A1_PIMA ,0.96,0.118,0.81,0.08,0.13,48.88,DP,A1,PIMA,3.38340169,0.066449788,0.008167786,0.281698959,0.004744143,0.0002637,59.37826063,1068.254737,17.99067076
455,Dunphys Pond+A11,68.48578474,DP_A11_PIMA ,1.02,0.107,0.78,0.09,0.17,51.87,DP,A11,PIMA,0.088554348,0.001741381,0.000182674,0.007372955,0.000124325,5.90E-06,59.30394491,1250.138436,21.08019015
456,Dunphys Pond+A13,474.2788018,DP_A13_PIMA ,1.2,0.147,0.91,0.1,0.19,51.96,DP,A13,PIMA,0.614321988,0.014187575,0.001737978,0.051147892,0.001012913,5.61E-05,50.49581706,911.5435978,18.05186352
457,Dunphys Pond+A3,29.66516687,DP_A3_PIMA ,1.01,0.178,0.89,0.12,0.21,51.81,DP,A3,PIMA,0.038313656,0.000746898,0.000131632,0.00318996,5.33E-05,4.25E-06,59.82183436,750.618437,12.54756637
458,Dunphys Pond+A5,75.4111251,DP_A5_PIMA ,0.99,0.095,0.7,0.1,0.21,53.03,DP,A5,PIMA,0.099689691,0.001861075,0.000178588,0.008300073,0.00013287,5.77E-06,62.46747332,1439.539743,23.04462893
459,Dunphys Pond+A9,4623.656256,DP_A9_PIMA ,1,0.123,0.74,0.09,0.13,51.88,DP,A9,PIMA,5.979690553,0.115260034,0.014176984,0.497863618,0.008228921,0.000457709,60.50168566,1087.728464,17.97848196
460,Dunphys Pond+B14,111.7689139,DP_B14_PIMA ,0.95,0.116,0.64,0.12,0.17,52.59,DP,B14,PIMA,0.146526915,0.002646902,0.000323201,0.012199698,0.000188974,1.04E-05,64.55755486,1169.151575,18.11022084
